"what mlb player is not in the hall of fame?","Babe Ruth","Stan Musial","Whitey Herzog","Mark Mcgwire"
"what is the name of the biggest wrestling company?","WCW","TNA","FCW","WWE"
"which of the following is not a capital located in south america?","Montevideo","Quito","Lima","San Juego"
"who was the seattle seahawks quarterback in 2007?","Joe Montana","Russel Wilson","Jeff Tuel","Tavares Jackson"
"the main economic activities of the new england colonies were?","Ironwork And Agriculture","Mining And Plantation Farming","Agriculture And Mining","Shipbuilding And Fishing"
"which swim stroke requires a kick with the feet together?","Freestyle","Backstroke","Breaststroke","Butterfly"
"which of the following is not a type of fat?","Monounsaturated","Saturated","Trans","Trans-Unsaturated"
"what life stage does the word geriatric refer to?","Late Childhood","Middle Adulthood","Adolescents","Late Adulthood"
"which country lost wars to india in 1947 and 1971?","Afghanistan","Nepal","Syria","Pakistan"
"in which sport would you get penalized for fighting?","Boxing","Wrestling","Judo","Hockey"
"what language do they speak in rome?","English","Spanish","Trojan","Italian"
"what is the name of walter disneys brother?","Scott Disney","Gary Disney","Roger Disney","Roy Disney"
"which 90s boy band was justin timberlake a part of?","Take That","Back Street Boys","West Life","Nsync"
"what was the precursor to the united nations un?","League of Justice","World Peace Organization","North Atlantic Trade Organization","League of Nations"
"what country is surrounded by belarus poland moldova and russia?","Germany","Uzbekistan","Croatia","Ukraine"
"which of these countries has never participated in a fifa world cup?","Brazil","Greece","All countries participated","Maldives"
"the grime that gathers on fish tanks is called?","Grit","Moss","Seaweed","Algae"
"what country borders germany to the north?","France","Berlin","Poland","Denmark"
"at what school do students take exams called owls?","Princeton","Harvard","Brown","Hogwarts"
"which of the following is a capital of a south american country?","Parika","Good Hope","New Amsterdam","Georgetown"
"what are the first and 6thfinal guitar strings notes?","Both ""G""","""C"" And ""D""","""F"" And ""A""","Both ""E"""
"what nfl team is in north carolina?","Carolina Hurrines","Carolina Bobcats","Carolina Tarheels","Carolina Panthers"
"what organ does bovine spongiform encephalopathy affect?","Heart","Liver","Skin","Brain"
"what sport has a free throw line?","Soccer","Baseball","Football","Basketball"
"what is it called when a runner in baseball uses the ground to try to get past a tag?","Avoiding","Evading","Smirking","Sliding"
"who was president immediately after fdr?","Herbert Hoover","Richard Nixon","Warren Harding","Harry Truman"
"what is the definition of a noun?","A Place","A Person","A Thing","All Of These"
"what country has more than 7000 islands?","Taiwan","Hongkong","China","Philippines"
"what is the cubic root of 1000?","3,000","1,000,000","1","10"
"in soccer what is it called when a player receives a ball behind the enemy defensive players?","Out of bounds","Outside","Wrong receive","Offside"
"who discovered x ray?","Charles Darwin","William Crookes","Thomas Edison","Wilhelm Roentgen"
"which country is mostly frozen over with ice and snow?","Iceland","Ireland","New Zealand","Greenland"
"what percentage of greenland is ice?","20%","50%","5%","81%"
"what does did stand for in the mental health fields?","Didactic Identity Disorder","Dissociative Intelligence Disorder","Disordered Intelligence Disease","Dissociative Identity Disorder"
"which game was invented in asia around 1600 and became widely popular in europe and the u s by the 1930s?","Jenga","Hopscotch","Tetherball","Rock, Paper, Scissors"
"where was ignacy lukasiewicz the builder of the worlds first oil refinery born?","Sweden","Russia","Ukraine","Poland"
"what fruit puree is often used as a fat substitute in baking?","Banana puree","Pineapple puree","Pumpkin sauce","Apple sauce"
"what is radioactivity not used for?","Cancer Treatment","Energy","Science And Industry","Cloning Of Animals"
"in greek mythology who is the goddess wife of zeus?","Athena","Persephone","Aphrodite","Hera"
"which colors are mixed to make the color purple?","Pink And Blue","Purple Is A Primary Color","Navy, Orange, And Red","Red And Blue"
"which one is not a persian king?","Cyrus The Great","Darius The Great","Xerxes","Genghis Khan"
"which states standard license plate reads bluegrass state?","Vermont","Washington","New Hampshire","Kentucky"
"how does the saying go fool me once shame on you?","Fool Me Again Great For You","You Will Never Fool Me Again","For Being Naive","Fool Me Twice, Shame On Me"
"what is the name of the character who writes jingles on the two and a half men?","Alan","Jake","Berta","Charlie"
"julius caesar was a?","A Tasty Salad","Russian Princess","Mi Amigo","Roman Emperor"
"what art movement focused on portraying dreams and the subconsious mind?","Expressionism","Pop Art","Impressionism","Surrealism"
"which component is not part of an atom?","Proton","Neutron","Electron","Mitochondria"
"what was the tv show the wire about?","Surviving The Zombie Apocalypse","A Teacher Selling Meth","Families Fighting For The Iron Throne","Policing In Baltimore"
"what city is referred to as the windy city?","Miami","New York City","Los Angeles","Chicago"
"which greek letter looks like a triangle?","Alpha","Ioda","Gamma","Delta"
"in the novel brave new world what historical figure is treated as a deity?","Andrew Jackson","Napoleon","Karl Marx","Henry Ford"
"the route of the stations of cross are along the via dolorosa in what city?","Rome","Istanbul","Bethlehem","Jerusalem"
"which asian city hosted the 1964 olympic games?","Sydney","Melbourne","New York","Tokyo"
"what former member of the band oingo boingo wrote the original score for 1989s batman?","Peter Best","John Williams","Alan Silvestri","Danny Elfman"
"on average how much does a tiger weigh?","300 Pounds","700 Pounds","900 Pounds","600 Pounds"
"what jim henson show in the 1980s featured a society of muppet characters called the fraggles?","The Fraggles","Fraggleville","Shaggy Fraggy","Fraggle Rock"
"which country declared independence in 1991?","Bolivia","Serbia","Kosovo","Croatia"
"c s lewis is best known as the author of which series?","The Box Boy Trilogy","Harry Potter Series","Winnie The Pooh","The Chronicles Of Narnia"
"what was wayne gretzkys first nhl team he played for?","Lost Angeles Kings","St. Louis Blues","New York Rangers","Edmonton Oilers"
"who is the composer of the pirates of the caribbean soundtrack?","John Williams","Eric Whitacre","Steven Bryant","Hans Zimmer"
"which sport can be abbreviated using the letters lax?","Lap Swimming","Water Polo","Cricket","Lacrosse"
"which animals call is the loudest noise made by a living creature?","The Ostrich","The Sea Lion","The Wild Boar","The Humpback Whale"
"where did the battle of chattanooga take place?","Virginia","Kentucky","New York","Tennessee"
"hurricanes form when water temperatures are above how many degrees fahrenheit?","70","40","10","80"
"how many wives did henry vlll have?","5","3","9","6"
"what sport involves flips?","Biking","Golf","Basketball","Gymnastics"
"which organelle is not found in an animal cell?","Vacuole","Mitochondria","Lysosome","Chlorophyll"
"which president died a month after winning their first presidential election 2?","Jackson","Taylor","Adams","Harrison"
"what are 2 of sydneys most famous monuments?","Acer Arena and SCG","Sydney Eye and Opera House","Coogee Beach and Bondi","Harbour Bridge and Opera House"
"the wars of the roses took place in which european nation during the 15th century?","France","Spain","Italy","England"
"what is the name for a piece of jewelry that is worn on your wrist?","Earring","Necklace","Ring","Bracelet"
"which flag color is not used in auto racing?","Red","Green","Yellow","Gray"
"what term often pertains to an animal representing an evolutionary transition from monkeys or apes to modern man?","The Lost Cromagnon","The Javaman","Darwinian Gap","Missing Link"
"what is the movement of water from an area of high concentration to an area of low concentration?","Diffusion","Edocytosis","Extocytosis","Osmosis"
"what are the 3 estates in medieval europe?","Low, Middle, Upper","1St Estate, 2Nd Estate, 3Rd Estate","Upper, Middle, Low","Clergy, Nobility, Peasants"
"which of these settlements are the oldest?","Greece","Egypt","Rome","Mesopotamia"
"which seinfeld character said jerry just remember its not a lie if you believe it?","Elaine","Kramer","Newman","George"
"which civilization first studied geography?","Amazon","Mayans","Romans","Greeks"
"what does the word biology mean?","Food","Science","The Study Of Clouds","The Study Of Life"
"who wrote the chronicles of narnia?","Jessica Verday","J.K Rowling","Steven King","C.S Lewis"
"which is not a shade of orange?","Marigold","Apricot","Marmalade","Fuschia"
"how many hands can you use to touch the ball in water polo?","Two","No Hands","Just Feet","One At A Time"
"in the olympic games is the shot put for women lighter the same or heavier than it is for men?","Equal","Heavier","Women Don't Perform Shot Put","Lighter"
"when did the japanese military attack the american naval base at pearl harbor?","September 1, 1939","May 8, 1945","June 6, 1944","December 7, 1941"
"which mountain range contains the highest peaks in the world?","Rocky Mountains","Andes","Alps","Himalayas"
"what genre is the divergent trilogy?","Mystery","Romantic Comedy","All Of Them","Science Fiction"
"which of these is an event in rhythmic gymnastics?","Rope","Ribbon","Hoop","All Of The Above"
"how many hours are on a military usa clock?","12","6","8","24"
"which lunar mission suffered catastrophic damage and caught fire on the landing pad prior to its launch?","Apollo 13","Mercury 7","Apollo 11","Apollo 1"
"which of these comic book villains is made by dc comics instead of marvel comics?","Magneto","Red Skull","Green Goblin","The Joker"
"what presidential party did theodore roosevelt run under in the election of 1912?","Republican","Democratic","Whig","Progressive"
"how many states does germany have?","10","7","0, Germany Doesn't Have States","16"
"what does the x represent on the scorecard in bowling?","It's Not Your Turn","Spare","Turkey","Strike"
"what was the name of the pilot of the american bomber that dropped an atomic bomb on hiroshima japan august 6 1945?","Ernie Banks","James Mason Jr.","Hans Ulrich-Rudel","Paul Tibbets"
